init done with 
memory test
ram start 0x20000000 
mem size 65536 bytes
heap start 0x200005e4, current 0x200005e4 

mem test done with 0
motor test
motors step response : 

1556, -255, -239, 70, -3548.532, -2637.425
1563, -255, -253, 59, -3533.972, -2671.197
1570, -255, -267, 49, -3523.780, -2619.838
1577, -255, -281, 38, -3516.646, -2658.886
1584, -255, -295, 28, -3511.652, -2611.220
1591, -255, -309, 17, -3508.156, -2652.854
1598, -255, -323, 7, -3505.709, -2606.998
1605, -255, -337, -4, -3503.996, -2649.898
1612, -255, -351, -14, -3502.797, -2604.928
1619, -255, -365, -25, -3501.958, -2648.450
1626, -255, -379, -36, -3501.370, -2678.915
1633, -255, -393, -46, -3500.959, -2625.240
1640, -255, -407, -56, -3500.671, -2587.668
1647, -255, -422, -67, -3575.470, -2636.367
1654, -255, -436, -78, -3552.829, -2670.457
1661, -255, -449, -88, -3461.980, -2619.320
1668, -255, -463, -99, -3473.386, -2658.523
1675, -255, -478, -109, -3556.370, -2610.966
1682, -255, -492, -120, -3539.459, -2652.676
1689, -255, -506, -130, -3527.621, -2606.873
1696, -255, -520, -141, -3519.334, -2649.811
1703, -255, -534, -151, -3513.534, -2604.867
1710, -255, -548, -162, -3509.474, -2648.407
1717, -255, -562, -173, -3506.631, -2678.885
1724, -255, -576, -183, -3504.642, -2625.219
1731, -255, -589, -194, -3428.249, -2662.653
1738, -255, -604, -204, -3524.774, -2613.857
1745, -255, -617, -215, -3442.342, -2654.700
1752, -255, -631, -225, -3459.639, -2608.290
1759, -255, -646, -236, -3546.747, -2650.802
1766, -255, -660, -246, -3532.723, -2605.562
1773, -255, -674, -257, -3522.906, -2648.893
1780, -255, -688, -268, -3516.034, -2679.225
1787, -255, -702, -278, -3511.224, -2625.457
1794, -255, -716, -289, -3507.856, -2662.820
1801, -255, -730, -299, -3505.499, -2613.974
1808, -255, -744, -310, -3503.849, -2654.781
1815, -255, -759, -320, -3577.694, -2608.347
1822, -255, -772, -331, -3479.386, -2650.843
1829, -255, -786, -341, -3485.570, -2605.590
1836, -255, -800, -352, -3489.899, -2648.913
1843, -255, -815, -363, -3567.929, -2679.239
1850, -255, -829, -373, -3547.550, -2625.467
1857, -255, -843, -384, -3533.285, -2662.827
1864, -255, -857, -394, -3523.299, -2613.979
1871, -255, -871, -405, -3516.309, -2654.785
1878, -255, -885, -416, -3511.416, -2683.349
1885, -255, -899, -426, -3507.991, -2628.344
1892, -255, -913, -436, -3505.594, -2589.841
1899, -255, -927, -447, -3503.916, -2637.888
1906, -255, -941, -458, -3502.741, -2671.522
1913, -255, -955, -468, -3501.918, -2620.065
1920, -255, -970, -479, -3576.343, -2659.045
1927, -255, -984, -489, -3553.440, -2611.331
1934, -255, -997, -500, -3462.408, -2652.932
1941, -255, -1012, -511, -3548.685, -2682.052
1948, -255, -1026, -521, -3534.080, -2627.436
1955, -255, -1040, -531, -3523.855, -2589.205
